N° progressivo;N° catalogo;Conferente;Anno;ID Par;Paragrafo;ID Arg;Argomento;ID Sub;Subargomento;ID TL;Tipo lotto;Simbolo;N° pezzi;Descrizione;Immagine;Col;B/N;Virata;Seppia;Foto;FG;GF;Colore;Titolo;Codice magazzino;Codice committente;Ragione sociale;Nota carico;Prezzo base;Off te 1;Offerta1;Off te 2;Offerta2;Off te 3;Offerta3;Off te 4;Offerta 4;Vincente;ad Euro;Riferimento Sassone;Indirizzo;Indirizzo 1
19676;789;;1853/65;;EUROPA;;;;;;Usato;;1;Brunswick - Stemma 1 s nero su giallo (N. 7). Catal. € 70,00.;;1;0;0;0;0;0;;;;;;;;€ 20,00;;;;;;0;;;;20,00;;;
19677;790;;1853/65;;EUROPA;;;;;;Usato;;1;Brunswick - Stemma 2 s nero su azzurro (N. 8). Catal. € 70,00.;;1;0;0;0;0;0;;;;;;;;€ 20,00;;;;;;0;;;;20,00;;;
19678;791;;1853/67;;EUROPA;;;;;;Usato;;1;Brunswick - Stemma 3 s nero su rosa (N. 9), con timbrini peritali. Catal. € 100,00.;;1;0;0;0;0;0;;;;;;;;€ 30,00;;;;;;0;;;;;;;
19679;792;;1864;;EUROPA;;;;;;Usato;;1;Brunswick - Stemma 1 s con perforazione "ad arco" (N. 11/ I). Catal. € 170,00.;;1;0;0;0;0;0;;;;;;;;€ 55,00;;;;;;0;;;;61,00;;;
19680;793;;1853;;EUROPA;;;;;;Nuovo con linguella;;1;Hannover - Cifra 3 p (N. 8). Ottima qualità, timbrino peritale. Catal. € 600,00.;;1;0;0;0;0;0;;;;;;;;€ 200,00;;;;;;0;;;;;;;
19681;794;;1856/57;;EUROPA;;;;;;Usato;;1;Hannover - Cifra 3 p reticolo in grigio (N. 9 a). Ottima qualità, catal. € 450,00.;;1;0;0;0;0;0;;;;;;;;€ 140,00;;;;;;0;;;;;;;
19682;795;;1856/57;;EUROPA;;;;;;Usato;;1;Hannover - Stemma 1/ 10 t con reticolo stretto in colore arancio (N. 13 A). Splendido, bordo di foglio, catal. € 300,00+.;;1;0;0;0;0;0;;;;;;;;€ 110,00;;;;;;0;;;;;;;
19683;796;;1856/57;;EUROPA;;;;;;Usato;;1;Hannover - Stemma 1/ 10 t con reticolo stretto in colore giallo (N. 13 Aa). Ottima qualità, catal. € 325,00.;;1;0;0;0;0;0;;;;;;;;€ 100,00;;;;;;0;;;;;;;
19684;797;;1859;;EUROPA;;;;;;Usato;;1;Hannover - Corno di posta 1/ 2g (N. 16). Splendido, catal. € 250,00+.;;1;0;0;0;0;0;;;;;;;;€ 90,00;;;;;;0;;;;;0016;;
19685;798;;1864;;EUROPA;;;;;;Usato;;1;Hannover - Cifra 3 p carta sottile perforazione "ad archi" (N. 22 a). Non comune, ottima qualità, catal. € 300,00.;;1;0;0;0;0;0;;;;;;;;€ 100,00;;;;;;0;;;;;0022a;;
19686;799;;1867/68;;EUROPA;;;;;;Nuovo con linguella;;1;Heligoland - Regina Vittoria 6 sh (N. 4). Molto bello.;;1;0;0;0;0;0;;;;;;;;€ 10,00;;;;;;0;;;;;0004;;
19687;800;;1859;;EUROPA;;;;;;Senza gomma;;1;Lubecca - Aquila (N. 1/ 5), ottima qualità, i N. 1/ 2 firmati A. Diena. Senza gomma all'origine ed a tale stato si riferisce il prezzo di catalogo di € 1.320,00. Foto.;;1;0;0;0;0;0;;;;;;;;€ 420,00;;;;;;0;;;;;;;
19688;801;;1859;;EUROPA;;;;;;Senza gomma;;1;Lubecca - Stemma 1 s (N. 2), senza gomma come sempre ed a tale stato si riferisce il prezzo di catalogo di € 600,00. Firmato A. Diena. Foto.;;1;0;0;0;0;0;;;;;;;;€ 200,00;;;;;;0;;;;;0002;;
19689;802;;1856;;EUROPA;;;;;;Nuovo senza linguella;;1;Mecklemburg - Schwerein - Stemma 4/ 4 (N. 1), splendido. Catal. € 360,00 circa.;;1;0;0;0;0;0;;;;;;;;€ 120,00;;;;;;0;;;;;;;
19690;803;;1852/58;;EUROPA;;;;;;Usato;;1;Thurn e Taxis - Cifra 1/ 4 s (N. 7), qualità eccellente, grandi margini, firmato A. Diena. Foto.;;1;0;0;0;0;0;;;;;;;;€ 100,00;;;;;;0;;;;;;;
19691;804;;1862/64;;EUROPA;;;;;;Usato;;1;Thurn e Taxis - Cifra 3 s bruno giallo (N. 19), ottima qualità e margini, firmato A. Diena.;;1;0;0;0;0;0;;;;;;;;€ 35,00;;;;;;0;;;;35,00;0019;;
19692;805;;1859;;EUROPA;;;;;;Usato;;1;Thurn e Taxis - Stati del Sud - Cifra 15 k (N. 40), tre margini splendidi, uno normale. Catal. € 150,00+.;;1;0;0;0;0;0;;;;;;;;€ 80,00;;;;;;0;;;;;;;
19693;806;;1865/68;;EUROPA;;;;;;Usato;;1;Wurttemberg - Stemma 3 k rosa lilla con perforazione a trattini (N. 31 a). Ottima conservazione, raro. Certific. Sorani, catal. € 3.000,00. Foto.;;1;0;0;0;0;0;;;;;;;;€ 900,00;;;;;;0;;;;;;;
19694;807;;1872;;EUROPA;;Germania Impero Reich;;;;Usato;;1;Stemma scudo piccolo 1 k (N. 7). Catal. € 70,00.;;1;0;0;0;0;0;;;;;;;;€ 25,00;;;;;;0;;;;;;;
19695;808;;1872;;EUROPA;;;;;;Senza gomma;;1;Stemma scudo grande, 1/ 4 g (N. 13). Catal. € 100,00 per esempl. linguellati.;;1;0;0;0;0;0;;;;;;;;€ 20,00;;;;;;0;;;;;;;
19696;809;;1872;;EUROPA;;;;;;Usato;;1;Prima emissione (scudo grosso), alcuni esemplari: N. 14 - 15 - 16 - 17 - 19, tutti di ottima qualità. Catal. € 81,00.;;1;0;0;0;0;0;;;;;;;;€ 25,00;;;;;;0;;;;25,00;0014;;
19697;810;;1872;;EUROPA;;;;;;Usato;;1;Stemma 9 k scudo grande (N. 24). Ottima qualità, catal. € 550,00.;;1;0;0;0;0;0;;;;;;;;€ 165,00;;;;;;0;;;;;0024;;
19698;811;;1872;;EUROPA;;;;;;Usato;;1;Stemma 18 k scudo grande (N. 25). Molto raro e di ottima qualità, certific. G. Buhler - Berlino. Catal. € 2.900,00. Foto.;;1;0;0;0;0;0;;;;;;;;€ 900,00;;;;;;0;;;;;;;
19699;812;;1875;;EUROPA;;;;;;Usato;;1;Stemma 25 p bruno scuro (N. 34 b), ottima qualità, certific. Zenker - Vienna. Catal. € 280,00.;;1;0;0;0;0;0;;;;;;;;€ 100,00;;;;;;0;;;;;;;
19700;813;;1902;;EUROPA;;;;;;Usato;;1;Alti valori, legenda "Deutsches Reich" (N. 76/ 80). Catal. € 198,00.;;1;0;0;0;0;0;;;;;;;;€ 60,00;;;;;;0;;;;;;;
19701;814;;1902;;EUROPA;;;;;;Usato;;1;Alti valori 2 m, leggenda Deutsches Reich, scritta in caratteri gotici (N. 77), con timbrino peritale. Catal. € 130,00.;;1;0;0;0;0;0;;;;;;;;€ 40,00;;;;;;0;;;;;;;
19702;815;;1923;;EUROPA;;;;;;Usato;;1;Soggetti diversi (N. 239/ 50), si vende come è, con qualche dubbio sull'annullo del N. 242 e qualche lieve imperfezione sul N. 250. Catal. € 195,00.;;1;0;0;0;0;0;;;;;;;;€ 25,00;;;;;;0;;;;;;;
19703;816;;1924;;EUROPA;;;;;;Nuovo senza linguella;;1;S. Elisabetta (N. 344/ 47). Firmati Raybaudi. Catal. € 160,00.;;1;0;0;0;0;0;;;;;;;;€ 60,00;;;;;;0;;;;;;;
19704;817;;1924/27;;EUROPA;;;;;;Usato;;1;Vedute, 1 m con filigrana coricata (N. 355 a).;;1;0;0;0;0;0;;;;;;;;€ 15,00;;;;;;0;;;;;;;
19705;818;;1927;;EUROPA;;;;;;Usato;;1;Compleanno del Presidente Hindemburg (N. 394/ 97). Catal. € 70,00.;;1;0;0;0;0;0;;;;;;;;€ 20,00;;;;;;0;;;;;;;
19706;819;;1927;;EUROPA;;;;;;Nuovo senza linguella;;1;Soprast. "I. A. A." (N. 398/ 400), eccellente qualità, tutti angolo di foglio con numero sia di tavola che di posizione nel foglio. Catal. € 250,00+++.;;1;0;0;0;0;0;;;;;;;;€ 90,00;;;;;;0;;;;;;;
19707;820;;1928;;EUROPA;;;;;;Nuovo senza linguella;;1;Stemmi (N. 416/ 20), ottima conservazione, i 3 val. finali firmati En. Diena.. Catal. € 240,00.;;1;0;0;0;0;0;;;;;;;;€ 80,00;;;;;;0;;;;;;;
19708;821;;1929;;EUROPA;;;;;;Nuovo senza linguella;;1;Stemmi (N. 421/ 25), tutti bordo di foglio, certific. Raybaudi. Catal. € 240,00.;;1;0;0;0;0;0;;;;;;;;€ 90,00;;;;;;0;;;;;;;
19709;822;;1929;;EUROPA;;;;;;Nuovo senza linguella;;1;Stemma 50 p con "40 PE" anziché "40 PF" (N. 425 a). Ottima qualità, firma e classifica Raybaudi. Raro, catal. € 700,00+. Foto.;;1;0;0;0;0;0;;;;;;;;€ 270,00;;;;;;0;;;;;;;
19710;823;;1931;;EUROPA;;;;;;Nuovo senza linguella;;1;Beneficenza, castelli (N. 435/ 38). Certific. Raybaudi. Catal. € 220,00.;;1;0;0;0;0;0;;;;;;;;€ 75,00;;;;;;0;;;;;;;
19711;824;;1932/33;;EUROPA;;;;;;Nuovo senza linguella;;1;Effigie di Hindenburg compreso 8 p con lettera "D" modificata (N. 441/ 61 + 446 a). I 6 val. migliori certific. Raybaudi. Catal. € 1.450,00. Foto.;;1;0;0;0;0;0;;;;;;;;€ 500,00;;;;;;0;;;;550,00;;;
19712;825;;1932;;EUROPA;;;;;;Usato;;1;Vedute (N. 462/ 66). Catal. € 110,00.;;1;0;0;0;0;0;;;;;;;;€ 30,00;;;;;;0;;;;;;;
19713;826;;1933;;EUROPA;;;;;;Nuovo senza linguella;;1;S. Elisabetta soprast. I 4 valori, ancora uniti, ricavati dal BF 2 (N. 479/ 82). Rari, certific. Sorani. Catal. € 1.000,00+. Foto.;;1;0;0;0;0;0;;;;;;;;€ 380,00;;;;;;0;;;;;0479;;
19714;827;;1934;;EUROPA;;;;;;Nuovo senza linguella;;1;Congresso di Norimberga (N. 511/ 12). Catal. € 90,00.;;1;0;0;0;0;0;;;;;;;;€ 35,00;;;;;;0;;;;;0511;;
19715;828;;1935;;EUROPA;;;;;;Nuovo senza linguella;;1;Concorso della gioventù operaia 12 p con gomma rigata orizzontalmente (N. 531 a). Raro, catal. € 130,00.;;1;0;0;0;0;0;;;;;;;;€ 50,00;;;;;;0;;;;;;;
19716;829;;1935;;EUROPA;;;;;;Nuovo senza linguella;;1;Anniversario nascita Handel 25 p in coppia nella quale un esemplare ha il millesimo "1585" anziché "1685" (N. 534 + 534 a). Catal. € 90,00+.;;1;0;0;0;0;0;;;;;;;;€ 35,00;;;;;;0;;;;36,00;;;
19717;830;;1935;;EUROPA;;;;;;Nuovo senza linguella;;1;Ostropa (N. 535/ 38), senza gomma come devono essere e sono da considerare senza linguella. Catal. € 200,00.;;1;0;0;0;0;0;;;;;;;;€ 70,00;;;;;;0;;;;;;;
19718;831;;1935;;EUROPA;;;;;;Nuovo senza linguella;;1;Olimpiadi invernali (N. 559/ 61). Catal. € 68,00.;;1;0;0;0;0;0;;;;;;;;€ 25,00;;;;;;0;;;;26,00;0559;;
19719;832;;1936;;EUROPA;;;;;;Nuovo senza linguella;;1;Soccorso invernale 25 p con gomma rigata verticalmente (N. 589 a). Raro, catal. € 170,00.;;1;0;0;0;0;0;;;;;;;;€ 60,00;;;;;;0;;;;;0589;;
19720;833;;1938;;EUROPA;;;;;;Nuovo senza linguella;;1;Quinto nastro bruno (N. 612). Catal. € 150,00.;;1;0;0;0;0;0;;;;;;;;€ 50,00;;;;;;0;;;;;0612;;
19721;834;;1938;;EUROPA;;;;;;Nuovo senza linguella;;1;Quinto nastro bruno, gomma rigata verticalmente (N. 612 a). Firma e classifica Raybaudi. Raro, catal. € 260,00.;;1;0;0;0;0;0;;;;;;;;€ 90,00;;;;;;0;;;;;;;
19722;835;;1938;;EUROPA;;;;;;Nuovo senza linguella;;1;Congresso di Norimberga, gomma rigata orizzontalmente (N. 613 a). Firma e classifca Raybaudi. Non comune, catal. € 160,00.;;1;0;0;0;0;0;;;;;;;;€ 50,00;;;;;;0;;;;50,00;;;
19723;836;;1939;;EUROPA;;;;;;Nuovo senza linguella;;1;Nurburgring - Rennen (N. 629 A/ C). Catal. € 300,00.;;1;0;0;0;0;0;;;;;;;;€ 110,00;;;;;;0;;;;;;;
19724;837;;1939;;EUROPA;;;;;;Usato;;1;Francobolli di Danzica soprast. (N. 653 A/ P). Catal. € 200,00.;;1;0;0;0;0;0;;;;;;;;€ 65,00;;;;;;0;;;;;;;
19725;838;;1945;;EUROPA;;;;;;Nuovo senza linguella;;1;In onore delle SA e SS (N. 825/ 26). Non comuni, catal. € 95,00.;;1;0;0;0;0;0;;;;;;;;€ 30,00;;;;;;0;;;;33,00;;;
19726;839;;1935;;EUROPA;;;;;;nuovo senza linguella + senza gomma;;1;Foglietto - "Ostropa" (BF 3), senza gomma ma considerato come con gomma integra (vedi nota). Catal. € 1.200,00. Foto.;;1;0;0;0;0;0;;;;;;;;€ 380,00;;;;;;0;;;;;;;
19727;840;;1937;;EUROPA;;;;;;Usato;;1;Foglietto - Nastro bruno soprast. (BF 7), annullo 1/ 8/ 37". Catal. € 150,00.;;1;0;0;0;0;0;;;;;;;;€ 50,00;;;;;;0;;;;;;;
19728;841;;1937;;EUROPA;;;;;;Nuovo senza linguella;;1;Foglietto - "Esposizione di Berlino" (BF 9). Catal. € 230,00.;;1;0;0;0;0;0;;;;;;;;€ 80,00;;;;;;0;;;;;;;
19729;842;;1937;;EUROPA;;;;;;Usato;;1;Foglietto - Esposizione di Berlino non dentellato (N. 9) con annullo speciale. Catal. € 35,00.;;1;0;0;0;0;0;;;;;;;;€ 15,00;;;;;;0;;;;;;;
19730;843;;1928;;EUROPA;;;;;;Usato;;1;Posta Aerea - Zeppelin in volo (N. 35/ 37). Ottima qualità, catal. € 160,00.;;1;0;0;0;0;0;;;;;;;;€ 50,00;;;;;;0;;;;;;;
19731;844;;1934;;EUROPA;;;;;;Nuovo senza linguella;;1;Posta Aerea - Aquila in volo o effigi (N. 43/ 53). Ottima qualità, certific. Raybaudi per la serie. Catal. € 750,00. Foto.;;1;0;0;0;0;0;;;;;;;;€ 250,00;;;;;;0;;;;250,00;;;
19732;845;;1934;;EUROPA;;;;;;Usato;;1;Posta Aerea - Aquila in volo o effigi (N. 43/ 53). Catal. € 95,00.;;1;0;0;0;0;0;;;;;;;;€ 30,00;;;;;;0;;;;;;;
19733;846;;1905;;EUROPA;;;;;;nuovo senza linguella + nuovo con linguella;;1;Servizi - Emissione per il Baden (N. 8 A/ 8 F) con linguella (leggerissima, quasi invisibile) solo il N. 8 F. Calcoliamo tutta la serie come linguellata, catal. € 135,00.;;1;0;0;0;0;0;;;;;;;;€ 50,00;;;;;;0;;;;50,00;;;
19734;847;;1884;;EUROPA;;Germania Levante;;;;Usato;;1;Levante - Soprast. Con valore in para e piastre (N. 1/ 5). Rari, il N. 4 firmato A. Diena. Catal. € 580,00+.;;1;0;0;0;0;0;;;;;;;;€ 200,00;;;;;;0;;;;;;;
19735;848;;1905/13;;EUROPA;;;;;;Nuovo senza linguella;;1;Levante - 15 pi su 3 m con soprast. in rosso (N. 50), bordo di foglio. Non comune. Catal. € 160,00.;;1;0;0;0;0;0;;;;;;;;€ 40,00;;;;;;0;;;;;;;
19736;849;;1905/13;;EUROPA;;;;;;Nuovo senza linguella;;1;Levante - 25 pi su 5 m con soprast. in rosso (N. 51). Non comune, certific. A. Diena. Catal. € 100,00.;;1;0;0;0;0;0;;;;;;;;€ 30,00;;;;;;0;;;;;;;
19737;850;;1950;;EUROPA;;Germania Sarre;;;;Nuovo senza linguella;;1;Posta Aerea - Annessione del Sarre al Cons, d'Europa 200 f (PA 13). Buona conservazione. Catal. € 180,00.;;1;0;0;0;0;0;;;;;;;;€ 55,00;;;;;;0;;;;;;;
19738;851;;1949;;EUROPA;;Germania Berlino;;;;Nuovo senza linguella;;1;Soprastampati in rosso (N. 1 B/ 18 B). Ottima qualità, tutti con timbrino peritale Schlegel. Catal. € 1.750,00. Foto.;;1;0;0;0;0;0;;;;;;;;€ 580,00;;;;;;0;;;;;;;
19739;852;;1949;;EUROPA;;;;;;Nuovo senza linguella;;1;UPU (N. 21/ 27), ottima qualità, catal. € 1.000,00. Foto.;;1;0;0;0;0;0;;;;;;;;€ 350,00;;;;;;0;;;;;;;
19740;853;;1949;;EUROPA;;;;;;Nuovo senza linguella;;1;Monumenti di Berlino (N. 28/ 46). Catal. € 1.000,00. Foto.;;1;0;0;0;0;0;;;;;;;;€ 350,00;;;;;;0;;;;;;;
19741;854;;1949;;EUROPA;;;;;;Nuovo senza linguella;;1;Pro vittime svalutazione (N. 54/ 56), catal. € 470,00.;;1;0;0;0;0;0;;;;;;;;€ 160,00;;;;;;0;;;;;;;
19742;855;;1950;;EUROPA;;;;;;Usato;;1;Orchestra filarmonica (N. 58/ 59). Catal. € 160,00.;;1;0;0;0;0;0;;;;;;;;€ 50,00;;;;;;0;;;;;;;
19743;856;;1951;;EUROPA;;;;;;Nuovo senza linguella;;1;Giornata del francobollo (N. 66/ 67). Catal. € 70,00.;;1;0;0;0;0;0;;;;;;;;€ 25,00;;;;;;0;;;;;;;
19744;857;;1952/53;;EUROPA;;;;;;Nuovo senza linguella;;1;Berlinesi celebri (N. 77/ 86). Catal. € 180,00.;;1;0;0;0;0;0;;;;;;;;€ 60,00;;;;;;0;;;;;;;
19745;858;;1953;;EUROPA;;;;;;Nuovo senza linguella;;1;Insurrezione del 17 giugno in quartina (4 x N. 96/ 97). Catal. € 200,00++.;;1;0;0;0;0;0;;;;;;;;€ 60,00;;;;;;0;;;;;;;
19746;859;;1949;;EUROPA;;Germania Occidentale;;;;Nuovo senza linguella;;1;Centenario del francobollo tedesco (N. 2 A/ C). Catal. € 120,00.;;1;0;0;0;0;0;;;;;;;;€ 40,00;;;;;;0;;;;;;;
19747;860;;1949;;EUROPA;;;;;;Usato;;1;Centenario del primo francobollo tedesco (N. 2 A/ C), annulli dell'epoca. Catal. € 160,00.;;1;0;0;0;0;0;;;;;;;;€ 50,00;;;;;;0;;;;;;;
19748;861;;1949;;EUROPA;;;;;;Nuovo senza linguella;;1;UPU (N. 2 D). Catal. € 80,00.;;1;0;0;0;0;0;;;;;;;;€ 30,00;;;;;;0;;;;;0002;;
19749;862;;1949;;EUROPA;;;;;;Usato;;1;UPU (N. 2 D), annullo dell'epoca. Catal. € 50,00.;;1;0;0;0;0;0;;;;;;;;€ 20,00;;;;;;0;;;;;;;
19750;863;;1949;;EUROPA;;;;;;Nuovo senza linguella;;1;Benefattori dell'umanità, I serie (N. 3/ 6). Ottima qualità, catal. € 165,00.;;1;0;0;0;0;0;;;;;;;;€ 60,00;;;;;;0;;;;;;;
19751;864;;1950;;EUROPA;;;;;;Nuovo senza linguella;;1;Centenario morte di Bach (N. 7/ 8). Catal. € 165,00.;;1;0;0;0;0;0;;;;;;;;€ 65,00;;;;;;0;;;;;;;
19752;865;;1951;;EUROPA;;;;;;Nuovo senza linguella;;1;Cattedrale di Lubecca (N. 25/ 26). Catal. € 240,00.;;1;0;0;0;0;0;;;;;;;;€ 90,00;;;;;;0;;;;;;;
19753;866;;1951;;EUROPA;;;;;;Nuovo senza linguella;;1;Esposizione di Wuppertal (N. 27/ 28). Catal. € 110,00.;;1;0;0;0;0;0;;;;;;;;€ 40,00;;;;;;0;;;;;;;
19754;867;;1951;;EUROPA;;;;;;Nuovo senza linguella;;1;Benefattori dell'umanità (N. 29/ 32). Catal. € 170,00.;;1;0;0;0;0;0;;;;;;;;€ 55,00;;;;;;0;;;;;;;
19755;868;;1951;;EUROPA;;;;;;Usato;;1;Benefattori dell'umanità (N. 29/ 32), annulli dell'epoca. Catal. € 170,00.;;1;0;0;0;0;0;;;;;;;;€ 55,00;;;;;;0;;;;;;;
19756;869;;1951;;EUROPA;;;;;;Nuovo senza linguella;;1;C. Rotgen (N. 33). Catal. € 95,00.;;1;0;0;0;0;0;;;;;;;;€ 30,00;;;;;;0;;;;;;;
19757;870;;1952;;EUROPA;;;;;;Nuovo senza linguella;;1;Opere per la gioventù (N. 39/ 40). Catal. € 50,00.;;1;0;0;0;0;0;;;;;;;;€ 15,00;;;;;;0;;;;;;;
19758;871;;1952;;EUROPA;;;;;;Usato;;1;Opere per la gioventù (N. 39/ 40). Catal. € 52,00.;;1;0;0;0;0;0;;;;;;;;€ 15,00;;;;;;0;;;;;;;
19759;872;;1952;;EUROPA;;;;;;Nuovo senza linguella;;1;Beneficenza (N. 42/ 45). Catal. € 140,00.;;1;0;0;0;0;0;;;;;;;;€ 45,00;;;;;;0;;;;;;;
19760;873;;1953;;EUROPA;;;;;;Nuovo senza linguella;;1;J. Von Liebig (N. 52). Catal. € 60,00.;;1;0;0;0;0;0;;;;;;;;€ 20,00;;;;;;0;;;;;;;
19761;874;;1953;;EUROPA;;;;;;Nuovo senza linguella;;1;Esposizione dei trasporti (N. 53/ 56). Catal. € 100,00.;;1;0;0;0;0;0;;;;;;;;€ 35,00;;;;;;0;;;;;;;
19762;875;;1953;;EUROPA;;;;;;Nuovo senza linguella;;1;Esposizione IFRABA (N. 57/ 58). Catal. € 60,00.;;1;0;0;0;0;0;;;;;;;;€ 20,00;;;;;;0;;;;;;;
19763;876;;1953;;EUROPA;;;;;;Nuovo senza linguella;;1;Benefattori (N. 59/ 62). Catal. € 100,00.;;1;0;0;0;0;0;;;;;;;;€ 30,00;;;;;;0;;;;;;;
19764;877;;1954;;EUROPA;;;;;;Nuovo senza linguella;;1;Effigie Presidente Heuss (N. 62 A/ 72 B), 20 valori. Catal. € 350,00.;;1;0;0;0;0;0;;;;;;;;€ 120,00;;;;;;0;;;;;;;
19765;878;;1954;;EUROPA;;;;;;Nuovo senza linguella;;1;Benefattori (N. 76/ 79). Catal. € 60,00.;;1;0;0;0;0;0;;;;;;;;€ 20,00;;;;;;0;;;;;;;
19766;879;;1955;;EUROPA;;;;;;Nuovo senza linguella;;1;Ripresa del servizio Lufthansa (N. 81/ 84). Catal. € 40,00.;;1;0;0;0;0;0;;;;;;;;€ 15,00;;;;;;0;;;;;;;
19767;880;;1959;;EUROPA;;;;;;Nuovo senza linguella;;1;Foglietto - Inaugurazione della Beethoven Halle (BF 1). Catal. € 32,00.;;1;0;0;0;0;0;;;;;;;;€ 10,00;;;;;;0;;;;;;;
19768;881;;1964;;EUROPA;;;;;;Nuovo senza linguella;;1;Foglietto - "20 anniv. dell'attentato di luglio" nel quale il terzo esempl. ha la scritta "90 IV 1945" anziché "9 IV 1945" (BF 2 - varietà non catalogata).;;1;0;0;0;0;0;;;;;;;;€ 50,00;;;;;;0;;;;;;;
19769;882;;1964;;EUROPA;;;;;;Usato;;1;Foglietto - "20 anniv. dell'attentato di luglio" (BF 2).;;1;0;0;0;0;0;;;;;;;;€ 10,00;;;;;;0;;;;;;;
19770;921;;1850;;EUROPA;;Svizzera;;;;Usato;;1;Stemma, Rayon II 10 r (N. 15). Splendido, catal. € 160,00+.;;1;0;0;0;0;0;;;;;;;;€ 70,00;;;;;;0;;;;;;;
19771;922;;1850;;EUROPA;;;;;;Usato;;1;Rayon II 10 r (N. 15), buona qualità, catal. € 160,00.;;1;0;0;0;0;0;;;;;;;;€ 50,00;;;;;;0;;;;;;;
19772;923;;1851;;EUROPA;;;;;;Usato;;1;Stemma, Rayon I (N. 20). Ottima qualità, catal. € 160,00.;;1;0;0;0;0;0;;;;;;;;€ 60,00;;;;;;0;;;;;0020;;
19773;924;;1854/62;;EUROPA;;;;;;Usato;;1;Strubel 2 r (N. 25), molto bello d'aspetto, leggermente difettoso. Catal. € 750,00.;;1;0;0;0;0;0;;;;;;;;€ 70,00;;;;;;0;;;;;;;
19774;925;;1854/62;;EUROPA;;;;;;Nuovo con linguella;;1;Strubel 5 r con filo di seta nero (N. 26 d). Margini da molto buoni ad ottimi. Catal. € 350,00. Foto.;;1;0;0;0;0;0;;;;;;;;€ 115,00;;;;;;0;;;;;;;
19775;926;;1854/62;;EUROPA;;;;;;Nuovo con linguella + Usato;;1;Strubel 10 r - 15 r - 20 r - 40 r - 1 fr (N. 27/ 31). Il val. da 20 r è nuovo di qualità modesta (corto su un lato + leggera piega). Il val. da 1 fr è assottigliato. Gli altri qualità discreta/ buona. Catal. € 2.100,00 circa.;;1;0;0;0;0;0;;;;;;;;€ 180,00;;;;;;0;;;;;;;
19776;927;;1854/62;;EUROPA;;;;;;Usato;;1;Strubel 10 rp azzurro oltremare, carta normale, filo di seta verde (N. 27 c). Ottimo aspetto, minima imperfezione. Colore non comune.;;1;0;0;0;0;0;;;;;;;;€ 20,00;;;;;;0;;;;;;;
19777;928;;1854/62;;EUROPA;;;;;;Usato;;1;Strubel 40 rp filo di seta bruno, carta spessa (N. 30 d). Ottimo aspetto, margine destro appena visibile.;;1;0;0;0;0;0;;;;;;;;€ 25,00;;;;;;0;;;;;;;
19778;929;;1862/63;;EUROPA;;;;;;Usato;;1;Helvetia seduta (N. 33/ 41). Catal. € 560,00.;;1;0;0;0;0;0;;;;;;;;€ 180,00;;;;;;0;;;;;;;
19779;930;;1888;;EUROPA;;;;;;Nuovo con linguella;;1;Helvetia cent. 40 dent. 9 1/2 (N. 83), eccellente qualità, linguella leggerissima. Copia del certific. A. Diena della serie dalla quale l'esemplare è stato ricavato. Catal. € 1.050,00. Foto.;;1;0;0;0;0;0;;;;;;;;€ 350,00;;;;;;0;;;;;;;
19780;931;;1900;;EUROPA;;;;;;Nuovo con linguella;;1;UPU (N. 86/ 88). Molto belli, catal. € 70,00.;;1;0;0;0;0;0;;;;;;;;€ 25,00;;;;;;0;;;;;;;
19781;932;;1905/06;;EUROPA;;;;;;nuovo con linguella;;1;Helvetia 1 fr (N. 98), linguella leggerissima. Catal. € 150,00.;;1;0;0;0;0;0;;;;;;;;€ 45,00;;;;;;0;;;;;;;
19782;933;;1910/11;;EUROPA;;;;;;Nuovo senza linguella;;1;W. Tell cent. 2 anello sottile (N. 134 a). Catal. € 40,00.;;1;0;0;0;0;0;;;;;;;;€ 15,00;;;;;;0;;;;;;;
19783;934;;1913/20;;EUROPA;;;;;;Nuovo con linguella + Usato;;1;Pro Juventute 1913 + 1915 + 1917 + 1918 + 1920 (N. 137 + 149/ 50 + 154/ 56 + 168/ 69 + 176/ 78). Sono nuovi i N. 150 + 154 + 168/ 69 + 176/ 78. Catal. € 225,00 circa calcolando i linguellati come tali.;;1;0;0;0;0;0;;;;;;;;€ 60,00;;;;;;0;;;;;;;
19784;935;;1914;;EUROPA;;;;;;Nuovo senza linguella;;1;Monte Jungfrau 10 fr (N. 144), eccellente qualità, angolo di foglio, certific. Bolaffi. Catal. € 380,00++.;;1;0;0;0;0;0;;;;;;;;€ 160,00;;;;;;0;;;;;;;
19785;936;;1915;;EUROPA;;;;;;Nuovo senza linguella;;1;Pro Juventute (N. 149/ 50). Catal. € 285,00.;;1;0;0;0;0;0;;;;;;;;€ 90,00;;;;;;0;;;;;;;
19786;937;;1916;;EUROPA;;;;;;Usato;;1;Pro Juventute (N. 151/ 53) con annulli dell'epoca. Catal. € 160,00.;;1;0;0;0;0;0;;;;;;;;€ 50,00;;;;;;0;;;;;;;
19787;938;;1916/22;;EUROPA;;;;;;Nuovo senza linguella;;1;Soggetti vari (N. 157/ 67). Catal. € 450,00. Foto.;;1;0;0;0;0;0;;;;;;;;€ 150,00;;;;;;0;;;;;;;
